,tweet,tweet-english,tweet-indo,label
4890,"Will attend a 4 hr coaching training with req ""a quiet room with the space to move around and minimal distraction"". Di kantor ga mungkin. Di rumah diganggu koceng... https://t.co/hrBlvBN8fG","Will attend a 4 HR Coaching Training with Req ""A Quiet Room with the Space to Move Around and Minimum Distraction"". In the office is not possible. At home disturbed ... https://t.co/hrblvbn8fg","Akan menghadiri pelatihan pelatihan 4 jam dengan Req ""sebuah ruangan yang tenang dengan ruang untuk bergerak dan gangguan minimal"". Di Kantor Ga Munckin. Di Diganggu Koceng ... https://t.co/hrblvbn8fg",Netral
3719,Relatable- :( https://t.co/BYc6Y4iRit,RELATABLE- :( https://t.co/byc6y4irit,Relatable- :( https://t.co/byc6y4irit,Netral
1876,"I don’t know, gemes banget belakangan nonton Enhypen!! Please actually Jake and Sunoo is my ultimate bias rn!!!!!🗿","I don't know, it's so excited to watch Enhypen !! Please actually jake and sunoo is my ultimate bias rn !!!!! 🗿","Saya tidak tahu, Gemes Banget Belakangan Nonton Enhypen !! Tolong sebenarnya jake dan sunoo adalah bias utama saya rn !!!!! 🗿",Positif
3517,Pas lagi overthinking trus liat kehidupan orang2 disosmed jadi makin makin overthinking nyaaaaa,"When I was overthinking, then see the lives of people with disosmed so the more overthinking",Pas lagi yang terlalu banyak berpikir lat liat Kehidupan oran2 disosmed jadi makin makin overhinking nyaaaaa,Negatif
585,being emotional while reading the long letter in twitter by #minhyuk  @OfficialMonstaX https://t.co/MXnJU8KlK2,Being Emotional While Reading The Long Letter in Twitter By #Minhyuk  @Officialmonstax https://t.co/mxnju8klk2,Menjadi emosional saat membaca surat panjang di twitter oleh #minhyuk  @OfficialMonStax https://t.co/mxnju8klk2,Netral
2930,"Mau ketawa takut ada yg ngamuk, even @aniesbaswedan jadi milik Jokowi🤔😂🤣 @Mdy_Asmara1701 @GeiszChalifah https://t.co/dCnnJWyhnT","Want to laugh afraid that someone is rampage, even @aniesbaswedan belongs to Jokowi🤔😂🤣 @Mdy_asmara1701 @geiszchalifah https://t.co/dcnnjwyhnt","Mau Ketawa Takut Ada Yg Ngamuk, bahkan @Aniesbaswedan Jadi Milik Jokowi🤔😂🤣 @Mdy_asmara1701 @geiszchalifah https://t.co/dcnnjwyhnt",Negatif
1548,he's probably fine https://t.co/z3k3ZvaFe7,he's probably fine https://t.co/z3k3zvafe7,Dia mungkin baik -baik saja https://t.co/z3k3zvafe7,Netral
1524,"Hasutan yang: Berawal dari ajakan meetup,  Berlanjut dengan berbagi nomor wa, Bersambung pada ajakan staycation, Berbumbu sweet-talk, sweat-talk, dan deep-talk Berakhir pada dua pilihan,- lanjut atau mundur pelan2.  Ada yang kek gini? Oohhh tentu ada. Banyak malah. https://t.co/i6YHWWwPdi","Incitement: Starting from the invitation to meetup, Continuing by sharing WA numbers, Continued on the Staycation invitation, Seasoned sweet-talk, sweat-talk, and deep-talk Ended at two choices,- Continue or retreat slowly.  Is there something like this? Oohhh of course there. Many instead. https://t.co/i6yhwwwwpdi","Hasutan Yang: Berawal Dari Ajakan Meetup, Berlanjut Delangi Berbagi Nomor WA, Bersambung Pada Ajakan Staycation, Berbumbu Sweet-Talk, Sweat Talk, Dan Deep-Talk Berakhir Pada Dua Pilihan,- Lanjut Atau Mundur Pelan2.  Ada Yang Kek Gini? Oohhh Tentu Ada. Banyak Malah. https://t.co/i6yhwwwpdi",Negatif
659,Bestie premium mksdny gmn y kak,Bestie premium mksdny gmn y sis,Bestie premium mksdny gmn y kak,Netral
5011,Yg healing k puncak gmn kabarnya??,"What's the healing is the peak, how about it ??",Yg penyembuhan k puncak gmn kabarnya ??,Netral
3619,"Pinter kui awale seko Kepo / rasa ingin tau tinggi yang akan menimbulkan pertanyaan yang perlu untuk ditanyakan kepada yang tau tapi kalo Kepo terus kui ra pinter jenenge,, neng Holo wesa.. Astaghfirullahh😭 kowe marai aiu misuh wae too ndukk","Clever kui Awale seko kepo / height of curiosity that will raise questions that need to be asked to those who know but if kepo continues, kui ra clench, holo wesa ... Astaghfirullahh ago Kowe Marai Aiu Misuh wae too ndukk","Pinter Kui Awale Seko Kepo / Rasa Ingin Tau Tinggi Yang Akan Menimbulkan Peranya Perlu Perlu Untuc Ditanyakan Kepada Yang Tau Tapi Kalo Kepo Terus Kui Ra Pinter Jenenge ,, Neng Holo Wesa .. Astaghfirullahh😭 kowe marak aiu misuh wae juga ndukk",Negatif
4446,"The fundamental grey which differentiates the masters, expresses them and is the soul of all color. (Odilon Redon, French symbolist painter, 1840-1916) @ Cattamaran Beach Club https://t.co/c76radwWN0","The fundamental gray which differences in the master, express them and is the soul of all color. (Odilon Redon, French Symbolist Painter, 1840-1916) @ Cattamaran Beach Club https://t.co/c76radwwn0","Abu -abu fundamental yang membedakan para master, mengekspresikannya dan merupakan jiwa dari semua warna. (Odilon Redon, pelukis simbolis Prancis, 1840-1916) @ Cattamaran Beach Club https://t.co/c76radwwn0",Netral
1050,Drpd kepo siapa orannya mbok udah di teladani saja perbuatan baiknya https://t.co/lE12dzSiI7,"Drpd Kepo Who's the Opera Mbok is already Exemption, his good deeds https://t.co/le12dzsii7",Drpd kepo siapa orananya mbok udah di teladani saja perbuatan Baiknya https://t.co/le12dzsii7,Negatif
3632,Pliss tahun depan dah bisa denger bisikan “All around you” di metropole...,"Pliss next year can hear the whisper ""All Around You"" on Metropole ...",Pliss Tahun Dah Dah Bisa Denger Bisikan “All Around You” Di Metropole ...,Positif
946,deep talk amat 😹 https://t.co/QpgOv3YJv9,deep talk very 😹 https://t.co/qpgov3yjv9,deep talk Amat 😹 https://t.co/qpgov3yjv9,Netral
2622,"Krik krik banget staycation sendirian :"") https://t.co/bKTn4x2aFY","Krik Krik Really Staycation alone: ​​"") https://t.co/bktn4x2afy","Krik Krik Banget Staycation Sendirian: "") https://t.co/bktn4x2afy",Negatif
3924,"semakin gw selflove, ak sadar value trbsr di dlm hdp yaitu semakin ak semangat mengejar impian, bagi ak kehilangan laki² bukan hal yg menakutkan, kmu mau pergi? Silahkan, ak hanya butuh laki² yg mengerti kalimat :   ""you need me and i need you, yes that's right my support system""","The more I selflove, I realize that the value of the TRBSR in HDP is that the more enthusiastic about pursuing dreams, for you to lose a man is not a scary thing, you want to go? Please, I just need a man who understands the sentence:  ""You need me and i need you, yes that's right my support system""","Semakin GW Selflove, AK Sadar Value TRBSR DI Dlm HDP YAIaku Semakin AK Semangat Mengejar Impian, BAGI AK Kehilangan Laki² Bukan Hal Yg Menakutkan, Kmu Mau Pergi? Silahkan, Ak Hanya Butuh Laki² Yg Mengerti Kalimat:  ""Anda membutuhkan saya dan saya membutuhkan Anda, ya itu benar sistem dukungan saya""",Positif
3342,"Omggg This is so good 🔥🔥🔥  I can't stop listening to the new song #RushHour, by #Crush featuring and starring #JHOPE of #BTS, my trending song choice. (@BTS_twt) https://t.co/RfJRpKmoBS","Omggg this is so good 🔥🔥🔥  I Can't Stop Listening to the New Song #Rushhour, by #Crush Featuring and Starring #Jhope of #BTS, My Trending Song Choice. (@Bts_twt) https://t.co/rfjrpkmobs","Omggg ini sangat bagus 🔥🔥🔥  Saya tidak bisa berhenti mendengarkan lagu baru #RushHour, oleh #crush yang menampilkan dan membintangi #JHope of #BTS, pilihan lagu tren saya. (@Bts_twt) https://t.co/rfjrpkmobs",Positif
1055,Dude doesn't know the concept of staycation. 😆😆😆 https://t.co/2scSkwVL86,Dude Doesn't knows the concept of staycation. 😆😆😆 https://t.co/2scskwvl86,Bung tidak tahu konsep staycation. 😆😆😆 https://t.co/2scskwvl86,Netral
2933,"Mau nangis liat pc build dari The Verge, even Mangga Dua stores can actually build a neat pc rather than that 😩","Want to cry to see the PC build from The Verge, even Mangga Stores Can Actually Build a Neat PC Rather than that 😩","Mau nangis liat pc build dari verge, bahkan toko mangga doa benar -benar dapat membangun pc yang rapi daripada 😩",Negatif
4001,Sholat Tarawih yg sangat melekat di ingatan krn sangat menguji iman 🤣... Rindu bestie~ https://t.co/qoJAU0hcg5,Tarawih prayer is very attached to memory because it really tests faith 🤣 ... Rindu Bestie ~ https://t.co/qojau0hcg5,Sholat tarawih yg sANGAT MeleT di Ingatan Krn Sangat Menguji Iman 🤣 ... Rindu bestie ~ https://t.co/qojau0hcg5,Positif
3490,Pagi pagi kenak tausiah nikah sm org kantor..... Santuy bah kaaaak 😂😂😂,Morning Morning Kenak tausiah marriage sm org office ..... santuy bah kaaaak 😂😂😂,Pagi pagi kenak tausiah nikah sm org kantor ..... santuy bah kaaaak 😂😂😂,Negatif
715,"Bobby: ""Even in my dreams, you are getting far away.""  Chanwoo: ""In relationship, as a couple."" https://t.co/jMGGb2gwvh","Bobby: ""Even in my dreams, you are getting far away.""  Chanwoo: ""In Relationship, as a couple."" https://t.co/jmggb2gwvh","Bobby: ""Bahkan dalam mimpiku, kamu akan jauh.""  Chanwoo: ""Dalam hubungan, sebagai pasangan."" https://t.co/jmggb2gwvh",Netral
4349,"Teman-temannya pada bilang ""yaa udh balikan aja"" Aku : susah2ka move on, nangis klo ingt dia, mkn tdk teratur, bb trun drastis, healing kiri kanan, dan dgn gampangnya mu sruhka balikan 😏😩","His friends said ""Yeah, just back"" me: it's hard to move on, crying if you want him, it is irregular, bb trun drastically, left and right healing, and easily mu sruhka back 😏😩 😏😩","TEMAN-TEMANNAA PAYA BILANG ""Yaa udh BALIKAN AJA"" AKU: SUSAH2KA Pindah, Nangis Klo Ingt Dia, mkn TDK teratur, bb trun drastis, penyembuhan kiri kanan, dan dgn gampangnya mu sruhka 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩 😏😩",Negatif
4864,Who doesn’t want a fridge honestly #XSXFridgeSweeps https://t.co/SypV7lA7Ea,Who does not want a fridge honestly #Xsxfridgesweeps https://t.co/sypv7la7ea,Siapa yang tidak menginginkan lemari es dengan jujur #Xsxfridgesweeps https://t.co/sypv7la7ea,Netral
4222,"stop denial, jalani......","stop denial, live ...","Hentikan penolakan, jalani ......",Netral
4342,Team Penthouse. Aseli nongton ini malah overthinking semdiri. https://t.co/wPxJoib4HB,Penthouse team. Aseli Nongton is even overthinking Semdiri. https://t.co/wpxjoib4hb,Team Penthouse. Aseli Nongton ini Malah terlalu banyak berpikir semdiri. https://t.co/wpxjoib4hb,Negatif
3831,Sebenernya kamu prefer ke aku atau dia yg tante² sih? Wkkwkw,Actually you prefer me or he is the auntie? Wkkwkw,Sebenernya kamu lebih suka ke aku atuu dia yg tante² sih? Wkkwkw,Negatif
3261,"no worries, I won’t even shocked if there’s alien simp-ing for tae 😌 https://t.co/hJhUc2w7J1","No Worries, I Won'T even shocked if there's alien simp-ing for tae 😌 https://t.co/hjhuc2w7j1","Jangan khawatir, saya bahkan tidak akan terkejut jika ada alien simp untuk tae 😌 https://t.co/hjhuc2w7j1",Positif
1866,I don't care even if you care,I don't care even if you care,Saya tidak peduli bahkan jika Anda peduli,Negatif
1147,"Even my favorite Batman Christian Bale, joining Marvel 😍😘","Even My Favorite Batman Christian Bale, Joining Marvel 😍😘","Bahkan Batman Christian Bale favorit saya, bergabung dengan Marvel 😍😘",Positif
2001,"I'm not gonna say he's the perfect hero because he'd done some mistakes, but just as the circle of life goes, he grew up, learned, and became better, even until his very last act. #LukeSkywalker @MarkHamill https://t.co/prcGPkBcTX","I'm not gonna say he's the perfect hero because he'd done some motions, but just as the circle of life goes, he grw up, learning, and Became Better, even up to his very last act. #Lukeskywalker @markhamill https://t.co/prcgpkbctx","Saya tidak akan mengatakan dia adalah pahlawan yang sempurna karena dia telah melakukan beberapa kesalahan, tetapi seperti halnya lingkaran kehidupan, dia dibesarkan, belajar, dan menjadi lebih baik, bahkan sampai tindakan terakhirnya. #Lukeskywalker @markhamill https://t.co/prcgpkbctx",Positif
83,"*Keutamaan Zakat di Bulan Ramadhan*Yuk bestie kita bersama berlomba dlm kebaikan.Jangan sampai lupa menunaikan Zakat, Infak, Sedekah, atau Wakaf terbaiknya ke lembaga amal atau yayasan terpercaya terdekat kita 😉🙏🏻#RamadhanKarem #BulanKepedulian#PKSmelayaniRakyat#KataNetty https://t.co/lDvLXrEqVJ","*The virtue of zakat in the month of Ramadan*Yuk Bestie we together compete in goodness. Don't forget to fulfill zakat, infaq, alms, or the best waqf to the charity or trusted foundation institution closest to us 😉🙏🏻#Ramadhankarem#Month /t.co/LDVLXREQVJ","*Keutama Zakat di Bulan Ramadhan*yuk bestie kita bersama berlomba dlm kebaanya.jangan Sampai lupa menunaan zakat, infak, sedekah, atue -wAKaMped#😉🙏🏻eKanya ke lembaga atupepanya# /t.co/LDVLXREQVJ",Positif
1551,"He’s surely soo excited! Siapa sih yg nggak? 😆😆  Baru pulang kerumah trus dsambut senyum manis ayank beb &amp; kado indah segede gaban 🥰🥰  BrightWin bener2 y, set the standard soo damn high in loving each other 😭😭😭  God, please always give them happiness 🤍💚🥺🥺🥺  #ไบร์ทวิน https://t.co/iDeIzDhKQj","He’s Surely Soo Excited! Who isn't it? 😆😆  Just returned home and then welcomed the sweet smile ayank beb & amp; Beautiful gift as big as Gaban 🥰🥰  Brightwin is really y, set the standard soo damn high in loving each other 😭&  God, please always give them happiness 🤍💚🥺🥺🥺  #ไบร์ทวิน https://t.co/ideizdhkqj","Dia pasti sangat bersemangat! Siapa sih yg nggak? 😆😆  Baru Pulu Kerumah Trus Dsambut Senyum Manis Ayank Beb & amp; Kado Indah Segede Gaban 🥰🥰  Brightwin Bener2 y, atur standar Soo Damn dalam saling mencintai 😭😭😭  Tuhan, tolong selalu beri mereka kebahagiaan 🤍💚🥺🥺🥺  #ไบร์ทวิน https://t.co/ideizdhkqj",Positif
941,"Dear temen temen mahasiswa... Jangan terbuai dengan ucapan ""Happy Semprotulation"". Nggak tahu siapa yg mulai ucapan ini. Tapi percayalah jalan menuju selesai skripsweet masih panjang. 🙄  #skripsweet #mahasiswa #sidangskripsi #santuy","Dear friends of students ... Don't be lulled by the words ""Happy Sprociation"". I don't know who started this greeting. But believe me the road to finish the scriptsweet is still long. 🙄  #skripsweet #Mahasiswa #Sidangskrypan #santuy","Tersayang temen temen mahasiswa ... Jangan Terbuai Gangan Ucapan ""Happy Semprotulation"". Nggak tahu siapa yg mulai ucapan ini. TAPI PERCAYALAH JALAN MENUJU SELEESI SKRIPSWEET MASIH PANJANG. 🙄  #skripsweet #mahasiswa #sidangskripsi #santuy",Netral
3595,Pernah gak tiba tiba mood swing?,Have you ever suddenly the mood swing?,Pernah Gak Tiba Tiba Mood Swing?,Netral
995,"Dikenalin sama dimsum seenak ini dan semurah ini, mana bisa nolakkkk hmmm, makasi bestie @ayyaka_ ✨  At Pasar Gede, Solo. https://t.co/XcJGkpYvLS","Dimsum is known as well as this and cheaply, which can refuse hmmm, thanks bestie @ayaka_ ✨  At Pasar Gede, Solo. https://t.co/xcjgkpyvls","DiKenalin Sama Dimsum Seenak Ini Dan Semurah ini, mana bisa noloakkkk hmmm, makasi bestie @ayyaka_ ✨  Di Pasar Gede, Solo. https://t.co/xcjgkpyvls",Positif
2800,"Makan rujak setngah rantang ukuran beras 3 kilo😂😂🤣,,ngidam jenis apa ini,bestie???🥵🥵🤣🤣🤣","Eat salad setngah ranging rice size 3 kilo😂😂🤣 ,, what type is cravings, bestie ??? 🥵🥵🤣🤣🤣","Makan rujak setngah rantang ukuran beras 3 kilo😂😂🤣 ,, ngidam jenis apa ini, bestie ??? 🥵🥵🤣🤣🤣",Positif
4800,"Whatever will be, will be. The future's not ours to next year","Whatever will be, will be. The Future's Not Ours to Next Year",Apa yang terjadi terjadilah. Masa depan bukan milik kita tahun depan,Netral
2892,"Mas bian ini bikin gua overthinking, semoga gua ntar jadi suami yg baik ya Alloh:)","Mas Bian this makes me overthinking, I hope I will be a good husband, ok :)","Mas bian ini bikin gua overhinking, semoga gua ntar jadi suami yg busik ya alhoh :)",Negatif
1074,Earn in Cryptocurrency/NFTs while working out with the Fitmint App 💪🏻  Fitmint Sneakers NFT Whitelist is open now. Click here: https://t.co/2NiL3HziXS,Earn in Cryptocurrency/NFTS WHILE WORKING OUT WITH THE FITMINT APP 💪🏻  Fitmint Sneakers NFT Whitelist is open now. Click here: https://t.co/2nil3hzixs,Hasilkan dalam cryptocurrency/NFT saat berolahraga dengan aplikasi FitMint 💪🏻  Fitmint Sneakers NFT WhiteList buka sekarang. Klik di sini: https://t.co/2nil3hzixs,Netral
